NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
EEF1E1-BLOC1S5	1	ENSG00000265818	
LINC02426	1	ENSG00000257747	
LINC02424	1	ENSG00000258220	
H2BW2	1	ENSG00000101812	
OR8C1P	1	ENSG00000229254	
DUX4L6	1	ENSG00000281058	
DUX4L7	1	ENSG00000281652	
DUX4L8	1	ENSG00000281720	
RPL21P9	1	ENSG00000258618	
RN7SL197P	1	ENSG00000276031	
SUMO2P4	1	ENSG00000249183	
MIR326	1	ENSG00000199090	
TEX33	1	ENSG00000185264	
MIR300	1	ENSG00000215957	
MIR5706	1	ENSG00000264536	
AP001858.1	1	ENSG00000253547	
TRIM77	1	ENSG00000214414	
PTP4A1P2	1	ENSG00000255807	
PTP4A1P6	1	ENSG00000254727	
MIR5698	1	ENSG00000263987	
MIR5694	1	ENSG00000265993	
RNU6-958P	1	ENSG00000252804	
MIR5682	1	ENSG00000264477	
DEFB109C	1	ENSG00000205989	
AC233289.1	1	ENSG00000220541	
CXADRP1	1	ENSG00000214319	
RNU6-706P	1	ENSG00000253038	
MIR3121	1	ENSG00000265435	
TRBV24OR9-2	1	ENSG00000215206	
MIR3115	1	ENSG00000263793	
ZCCHC13	1	ENSG00000187969	
YWHAQP9	1	ENSG00000230019	
HSBP1P2	1	ENSG00000166530	
RNU6-702P	1	ENSG00000201852	
MIR3157	1	ENSG00000266407	
MIR3140	1	ENSG00000264678	
MIR15A	1	ENSG00000283785	
MIR134	1	ENSG00000207993	
MIR557	1	ENSG00000207974	
MIR562	1	ENSG00000207626	
MIR577	1	ENSG00000207931	
NDUFA5P6	1	ENSG00000256310	
MED28P8	1	ENSG00000242598	
MIR501	1	ENSG00000211538	
TRPC7-AS2	1	ENSG00000250947	
RNU6-56P	1	ENSG00000252795	
BCAS2P3	1	ENSG00000226670	
LINC02063	1	ENSG00000250921	
LINC02000	1	ENSG00000243832	
RN7SL624P	1	ENSG00000265777	
RNU6-1104P	1	ENSG00000207454	
MIR548U	1	ENSG00000212017	
MIR548B	1	ENSG00000207982	
HMGB3P18	1	ENSG00000220184	
MARK2P5	1	ENSG00000248834	
LINC02088	1	ENSG00000227685	
MIR485	1	ENSG00000208027	
SEPTIN14P1	1	ENSG00000231523	
GARS1P1	1	ENSG00000262135	
MIR448	1	ENSG00000199001	
H2AC2P	1	ENSG00000216436	
MIR409	1	ENSG00000199107	
RBISP1	1	ENSG00000226209	
SDR42E1P5	1	ENSG00000236785	
KRT126P	1	ENSG00000257402	
PFN3	1	ENSG00000196570	
KRT128P	1	ENSG00000258120	
MIR551B	1	ENSG00000207717	
RNU6-1118P	1	ENSG00000222314	
KRT28	1	ENSG00000173908	
PIGPP4	1	ENSG00000265564	
MIR5579	1	ENSG00000266570	
MRPS36P2	1	ENSG00000249539	
CYP4F8	1	ENSG00000186526	
MIR759	1	ENSG00000211579	
MIR761	1	ENSG00000283899	
GCSHP1	1	ENSG00000248651	
RNU6-1133P	1	ENSG00000222895	
CEACAMP2	1	ENSG00000230558	
RNU6-1135P	1	ENSG00000223015	
RN7SL824P	1	ENSG00000242764	
RAD52P1	1	ENSG00000237964	
RNU6-1128P	1	ENSG00000199695	
FAM71A	1	ENSG00000162771	
SNORD60	1	ENSG00000206630	
RPSAP23	1	ENSG00000230391	
RNMTL1P2	1	ENSG00000236195	
MIR3649	1	ENSG00000266043	
RNU6-928P	1	ENSG00000252685	
CEACAM18	1	ENSG00000213822	
RNU6-1144P	1	ENSG00000206974	
MIR365A	1	ENSG00000199130	
MIR4650-2	1	ENSG00000264494	
MIR3667	1	ENSG00000264139	
MIR3660	1	ENSG00000264342	
TRBV17	1	ENSG00000277880	
RPS6P22	1	ENSG00000244390	
RPS6P23	1	ENSG00000230871	
MIR4436B2	1	ENSG00000263881	
UGT2B29P	1	ENSG00000250566	
RBMY2CP	1	ENSG00000215540	
LCEP3	1	ENSG00000285753	
RBMY2BP	1	ENSG00000224657	
RNU6-1154P	1	ENSG00000212303	
IGKV1D-32	1	ENSG00000253191	
BIRC8	1	ENSG00000163098	
IGKV1D-22	1	ENSG00000253365	
RBMY2JP	1	ENSG00000227204	
RARRES2P9	1	ENSG00000261486	
BNIP3P32	1	ENSG00000268830	
RN7SL847P	1	ENSG00000265319	
RBMY2FP	1	ENSG00000243040	
RNU6-1149P	1	ENSG00000252619	
DEFB105A	1	ENSG00000186562	
SCYGR1	1	ENSG00000284629	
RNU6-17P	1	ENSG00000206972	
MTND4LP22	1	ENSG00000248133	
AC069218.2	1	ENSG00000232601	
LMX1A-AS2	1	ENSG00000224702	
MIRLET7F2	1	ENSG00000208012	
RPL18AP15	1	ENSG00000236189	
USP17L4	1	ENSG00000236125	
MIR874	1	ENSG00000216009	
NPAP1P2	1	ENSG00000214695	
MIR889	1	ENSG00000216099	
MIR3180-5	1	ENSG00000264397	
SCYGR6	1	ENSG00000284725	
METTL7AP1	1	ENSG00000257649	
RNU6-24P	1	ENSG00000207169	
ACTR3BP1	1	ENSG00000270242	
LRRTM4-AS1	1	ENSG00000234653	
RNU6-940P	1	ENSG00000200303	
KRT16P5	1	ENSG00000230088	
RNU1-136P	1	ENSG00000206908	
FABP5P15	1	ENSG00000237106	
PDLIM1P3	1	ENSG00000264172	
POTEC	1	ENSG00000183206	
OR52J1P	1	ENSG00000203560	
NEU2	1	ENSG00000115488	
OR4D10	1	ENSG00000254466	
RN7SL429P	1	ENSG00000278604	
KRT17P7	1	ENSG00000205215	
H3P2	1	ENSG00000237279	
H3P3	1	ENSG00000234202	
RNU6-792P	1	ENSG00000200360	
PLUT	1	ENSG00000247381	
FAM47B	1	ENSG00000189132	
RNU6-527P	1	ENSG00000200295	
RN7SL697P	1	ENSG00000264484	
RNU6-544P	1	ENSG00000200146	
RNU6-547P	1	ENSG00000252082	
KRTAP9-12P	1	ENSG00000248807	
RNU4ATAC15P	1	ENSG00000252224	
RNU4ATAC11P	1	ENSG00000251748	
RNU7-138P	1	ENSG00000239053	
KRT19P4	1	ENSG00000234102	
RN7SL446P	1	ENSG00000244544	
VTRNA2-1	1	ENSG00000270123	
OOSP4A	1	ENSG00000285010	
DPY19L2P5	1	ENSG00000225100	
FAM25C	1	ENSG00000276430	
DUSP12P1	1	ENSG00000277000	
FCF1P3	1	ENSG00000239997	
RNU7-119P	1	ENSG00000239119	
OR4C16	1	ENSG00000279514	
SORCS3-AS1	1	ENSG00000226387	
RPL5P21	1	ENSG00000218689	
RPL7P2	1	ENSG00000227663	
RNU7-120P	1	ENSG00000238302	
TPRX2P	1	ENSG00000259009	
SNRPCP6	1	ENSG00000254683	
GAPDHP57	1	ENSG00000236167	
AC091810.1	1	ENSG00000270759	
GAPDHP36	1	ENSG00000213158	
MEMO1P4	1	ENSG00000230376	
GAPDHP64	1	ENSG00000231072	
MIR7854	1	ENSG00000277255	
MIR7847	1	ENSG00000284594	
NPM1P1	1	ENSG00000267652	
SNRPGP20	1	ENSG00000271496	
RNU6-999P	1	ENSG00000251754	
C10orf53	1	ENSG00000178645	
RPL10L	1	ENSG00000165496	
GSTA11P	1	ENSG00000230375	
RNU4-84P	1	ENSG00000201070	
CDC27P2	1	ENSG00000237447	
CYCSP39	1	ENSG00000260690	
RN7SL653P	1	ENSG00000239794	
IGHVII-26-2	1	ENSG00000253482	
FABP5P6	1	ENSG00000249919	
SNORD115-37	1	ENSG00000200638	
EEF1GP8	1	ENSG00000234125	
RFC5P1	1	ENSG00000233526	
RNU6-1324P	1	ENSG00000206949	
RNU6-1322P	1	ENSG00000201179	
HIRAP1	1	ENSG00000271563	
SPTLC1P3	1	ENSG00000219940	
RPL32P23	1	ENSG00000214015	
HNRNPDLP2	1	ENSG00000234890	
MIR217HG	1	ENSG00000226702	
AL590502.1	1	ENSG00000224301	
MIR518D	1	ENSG00000283330	
RNU6-769P	1	ENSG00000207136	
RN7SL673P	1	ENSG00000273818	
SNRPCP10	1	ENSG00000243794	
RNU6-347P	1	ENSG00000252467	
RNU7-196P	1	ENSG00000238913	
RNU7-190P	1	ENSG00000239185	
USP9YP8	1	ENSG00000229416	
GM2AP1	1	ENSG00000241695	
LINC00903	1	ENSG00000241397	
RPL7P40	1	ENSG00000242991	
RPL7P41	1	ENSG00000241146	
RPS26P5	1	ENSG00000224602	
RPS26P4	1	ENSG00000228349	
RNU7-183P	1	ENSG00000252407	
TPM3P3	1	ENSG00000254195	
OR4N3P	1	ENSG00000259435	
TREML5P	1	ENSG00000225690	
OR7E149P	1	ENSG00000177586	
PRAMEF25	1	ENSG00000229571	
MRPL32P1	1	ENSG00000220125	
ATP5F1EP1	1	ENSG00000250922	
OR4K14	1	ENSG00000169484	
MRPL57P8	1	ENSG00000282625	
KRT18P42	1	ENSG00000214794	
KRT18P54	1	ENSG00000250834	
RNU6-102P	1	ENSG00000207214	
SSXP5	1	ENSG00000225508	
KRT18P23	1	ENSG00000215333	
OR4K12P	1	ENSG00000218549	
KRT18P10	1	ENSG00000214207	
KRT18P12	1	ENSG00000215819	
CNOT7P2	1	ENSG00000232185	
RNU4-13P	1	ENSG00000200889	
RNU4-15P	1	ENSG00000199483	
RPS24P1	1	ENSG00000236477	
RPL7AP69	1	ENSG00000268483	
SKP1P3	1	ENSG00000229707	
RPL7AP61	1	ENSG00000233291	
CT45A6	1	ENSG00000278289	
AL122008.4	1	ENSG00000236244	
IGKV3D-31	1	ENSG00000253999	
RN7SL282P	1	ENSG00000243591	
DNAJB1P1	1	ENSG00000213946	
UBTFL5	1	ENSG00000204705	
RN7SL210P	1	ENSG00000275961	
DNAJB6P5	1	ENSG00000256441	
MEAF6P1	1	ENSG00000240286	
RNU6-563P	1	ENSG00000201742	
SLC9A3P1	1	ENSG00000233011	
SPACA5	1	ENSG00000171489	
IGHVIII-16-1	1	ENSG00000283948	
FAF2P1	1	ENSG00000228759	
RN7SL205P	1	ENSG00000241392	
RNU7-157P	1	ENSG00000238431	
MIR7151	1	ENSG00000276866	
AC117569.2	1	ENSG00000287803	
RNU6-579P	1	ENSG00000252688	
ABHD17AP8	1	ENSG00000260540	
IFNA2	1	ENSG00000188379	
CLDN17	1	ENSG00000156282	
CST9	1	ENSG00000173335	
RPL17P17	1	ENSG00000223409	
MTND5P3	1	ENSG00000232447	
OR52E1	1	ENSG00000273085	
CABP2	1	ENSG00000167791	
RPL17P44	1	ENSG00000241088	
RN7SL214P	1	ENSG00000242066	
RNU6-329P	1	ENSG00000238882	
FAM138D	1	ENSG00000249054	
KRTAP2-4	1	ENSG00000213417	
TPT1P11	1	ENSG00000239995	
NF1P5	1	ENSG00000175319	
RNU6-580P	1	ENSG00000202029	
CCNB1IP1P3	1	ENSG00000231001	
NRBF2P4	1	ENSG00000253228	
OR6U2P	1	ENSG00000272937	
RBX1P1	1	ENSG00000226860	
ANKRD11P1	1	ENSG00000234429	
TEX13A	1	ENSG00000268629	
SSU72P7	1	ENSG00000284438	
SSU72P4	1	ENSG00000283873	
MIR548AG1	1	ENSG00000265829	
PRAMEF28P	1	ENSG00000274178	
PPIAP23	1	ENSG00000214178	
CCL27	1	ENSG00000213927	
KRTAP3-1	1	ENSG00000212901	
RNU6-596P	1	ENSG00000202265	
PPIAP82	1	ENSG00000213455	
PPIAP84	1	ENSG00000254152	
MTND3P9	1	ENSG00000227557	
RN7SL237P	1	ENSG00000264767	
MIR548F3	1	ENSG00000221436	
RNU6-161P	1	ENSG00000199921	
RNU2-72P	1	ENSG00000223107	
RNU6-162P	1	ENSG00000252037	
AC022469.1	1	ENSG00000258419	
MTND2P4	1	ENSG00000230252	
RPL14P5	1	ENSG00000225661	
AL137014.1	1	ENSG00000224942	
RAB28P4	1	ENSG00000276894	
PDE2A-AS1	1	ENSG00000255808	
LINC01312	1	ENSG00000223586	
RNU6-177P	1	ENSG00000223189	
LINC01264	1	ENSG00000229630	
PCNAP3	1	ENSG00000214009	
TUBB3P2	1	ENSG00000230101	
FTLP8	1	ENSG00000232217	
TDGF1P2	1	ENSG00000183514	
CRYGA	1	ENSG00000168582	
RNU6-1060P	1	ENSG00000207394	
LINC01651	1	ENSG00000279920	
LINC01641	1	ENSG00000234277	
CYP2C23P	1	ENSG00000283232	
VENTXP6	1	ENSG00000254105	
HTR3E-AS1	1	ENSG00000238020	
RNU6-1068P	1	ENSG00000222890	
AL008987.1	1	ENSG00000236365	
DEFB123	1	ENSG00000180424	
VN1R87P	1	ENSG00000268789	
RNU6-187P	1	ENSG00000206866	
AC013401.1	1	ENSG00000232227	
RNU2-59P	1	ENSG00000222414	
LINC01519	1	ENSG00000237267	
HMGA1P6	1	ENSG00000233440	
IGHVIII-26-1	1	ENSG00000253462	
RBMX2P2	1	ENSG00000213423	
LINC01582	1	ENSG00000259611	
RPL12P20	1	ENSG00000239627	
RPL12P22	1	ENSG00000253109	
RPL12P41	1	ENSG00000269637	
CARS1P1	1	ENSG00000271232	
TBC1D3P6	1	ENSG00000224966	
IGHVII-30-21	1	ENSG00000283607	
IGKV2-14	1	ENSG00000253265	
IGKV2-10	1	ENSG00000253278	
TRAJ20	1	ENSG00000211869	
CRIP1P1	1	ENSG00000233252	
ZNF92P2	1	ENSG00000269505	
RPL10AP3	1	ENSG00000215264	
RNU6-383P	1	ENSG00000222796	
RPS3AP30	1	ENSG00000228744	
RPS3AP31	1	ENSG00000244427	
Z70280.1	1	ENSG00000231643	
IGHVIII-47-1	1	ENSG00000253862	
RPS24P18	1	ENSG00000243925	
PISRT1	1	ENSG00000281473	
HIGD1AP6	1	ENSG00000253229	
RNU6-1081P	1	ENSG00000207267	
RNU6-1096P	1	ENSG00000252898	
TSPY16P	1	ENSG00000226223	
OR7E109P	1	ENSG00000236316	
ELL2P2	1	ENSG00000251051	
IGLJCOR18	1	ENSG00000265243	
RNU6-139P	1	ENSG00000252449	
RNU6-396P	1	ENSG00000202239	
AL691517.1	1	ENSG00000233446	
OR2T10	1	ENSG00000184022	
RNU2-40P	1	ENSG00000222765	
PPP1R1AP2	1	ENSG00000261084	
TRAJ60	1	ENSG00000249446	
TRAJ50	1	ENSG00000211839	
MAPRE1P3	1	ENSG00000233204	
C4A-AS1	1	ENSG00000233627	
TPD52L3	1	ENSG00000170777	
TTTY19	1	ENSG00000232419	
TTTY13	1	ENSG00000184991	
LINC01195	1	ENSG00000261075	
GPC5-IT1	1	ENSG00000236240	
RNU6-143P	1	ENSG00000252751	
RPL26P26	1	ENSG00000242595	
MTND4LP1	1	ENSG00000231501	
DEFA7P	1	ENSG00000206042	
AL591893.1	1	ENSG00000285818	
AC138024.1	1	ENSG00000236292	
RNU1-78P	1	ENSG00000212550	
ZNF705D	1	ENSG00000215343	
GRXCR1	1	ENSG00000215203	
RNU2-15P	1	ENSG00000222624	
SERINC4	1	ENSG00000184716	
SPANXC	1	ENSG00000198573	
NEURL1-AS1	1	ENSG00000235470	
AC104574.1	1	ENSG00000259530	
LINC01075	1	ENSG00000230142	
DNM1P50	1	ENSG00000259890	
RPS7P8	1	ENSG00000213183	
OR7E130P	1	ENSG00000234458	
LINC01014	1	ENSG00000223941	
EIF4A2P3	1	ENSG00000254589	
LINC01043	1	ENSG00000260343	
NPM1P45	1	ENSG00000265593	
NPM1P31	1	ENSG00000214807	
NPM1P22	1	ENSG00000227969	
LY6L	1	ENSG00000261667	
PRMT5P1	1	ENSG00000249004	
OR7E1P	1	ENSG00000255554	
MIR4421	1	ENSG00000265538	
MIR4422	1	ENSG00000265822	
OR12D1	1	ENSG00000251608	
CHCHD2P3	1	ENSG00000270849	
MIR4314	1	ENSG00000264005	
MIR4317	1	ENSG00000283532	
AC005176.1	1	ENSG00000268153	
AL365215.2	1	ENSG00000286958	
HNRNPA1P56	1	ENSG00000248640	
OR51P1P	1	ENSG00000224300	
RPSAP1	1	ENSG00000228820	
RNU1-52P	1	ENSG00000206917	
MTATP6P24	1	ENSG00000262381	
RNU1-58P	1	ENSG00000199283	
RPL10P14	1	ENSG00000260031	
CYCSP2	1	ENSG00000259547	
AC108734.1	1	ENSG00000213157	
MIR4504	1	ENSG00000264712	
KYNUP3	1	ENSG00000263206	
MIR4540	1	ENSG00000264922	
MIR4528	1	ENSG00000263872	
MIR4526	1	ENSG00000263527	
MIR4464	1	ENSG00000266760	
MIR4466	1	ENSG00000271899	
MIR4462	1	ENSG00000263926	
MIR4446	1	ENSG00000265253	
OR9L1P	1	ENSG00000255131	
TRBV21OR9-2	1	ENSG00000183938	
FAM197Y5	1	ENSG00000225516	
FAM197Y1	1	ENSG00000224336	
MIR4476	1	ENSG00000265368	
MIR4474	1	ENSG00000264941	
RPL23AP41	1	ENSG00000224085	
RPL23AP45	1	ENSG00000213285	
RPL23AP33	1	ENSG00000237824	
RPL23AP31	1	ENSG00000232625	
RNU1-62P	1	ENSG00000199469	
OR51R1P	1	ENSG00000237272	
HINT1P2	1	ENSG00000271159	
RPL23AP83	1	ENSG00000234135	
RPL23AP89	1	ENSG00000227875	
RPL23AP71	1	ENSG00000237450	
OR10H2	1	ENSG00000171942	
OR10G4	1	ENSG00000254737	
MIR6811	1	ENSG00000277842	
RPS15AP9	1	ENSG00000228453	
MIR6752	1	ENSG00000276769	
MIR6744	1	ENSG00000275669	
CENPVL2	1	ENSG00000283093	
RN7SL756P	1	ENSG00000244610	
LNCPRESS1	1	ENSG00000232301	
RDM1P4	1	ENSG00000271974	
RDM1P1	1	ENSG00000266504	
AGBL4-AS1	1	ENSG00000230114	
RNU6-1250P	1	ENSG00000212520	
RPL30P3	1	ENSG00000223640	
MIR4308	1	ENSG00000265432	
MIR4304	1	ENSG00000265526	
RPL35AP24	1	ENSG00000230166	
CHCHD3P2	1	ENSG00000257723	
MIR6888	1	ENSG00000275141	
RN7SL503P	1	ENSG00000240374	
CST9LP2	1	ENSG00000204658	
MIR6893	1	ENSG00000276598	
MIR6891	1	ENSG00000277402	
RNA5SP80	1	ENSG00000222407	
MIR4295	1	ENSG00000264763	
MIR4281	1	ENSG00000266329	
RNA5SP53	1	ENSG00000212601	
DNAJC17P1	1	ENSG00000235218	
MIR4803	1	ENSG00000264099	
CASKP1	1	ENSG00000234059	
OFD1P5Y	1	ENSG00000240438	
RPL12P45	1	ENSG00000233940	
RNY3P12	1	ENSG00000202297	
ZFYVE9P2	1	ENSG00000214843	
RN7SL708P	1	ENSG00000265675	
RPEP6	1	ENSG00000257075	
RNU6-1279P	1	ENSG00000206644	
SIGLEC31P	1	ENSG00000268847	
DKKL1P1	1	ENSG00000215546	
UGT1A5	1	ENSG00000240224	
RN7SL700P	1	ENSG00000244521	
MAGEB3	1	ENSG00000198798	
SIGLEC29P	1	ENSG00000268267	
OR5D3P	1	ENSG00000186886	
CHEK2P3	1	ENSG00000234898	
MTCYBP1	1	ENSG00000234179	
MTCYBP2	1	ENSG00000217179	
MIR3202-1	1	ENSG00000265176	
MIR4667	1	ENSG00000263892	
MIR4646	1	ENSG00000266776	
CYP2C60P	1	ENSG00000260863	
PTPRT-AS1	1	ENSG00000227599	
H3P35	1	ENSG00000257287	
RNU6-1018P	1	ENSG00000252386	
PRAMEF9	1	ENSG00000204505	
SSX7	1	ENSG00000187754	
MIR4729	1	ENSG00000263857	
MIR4736	1	ENSG00000264399	
MIR2115	1	ENSG00000252466	
RNU6-1038P	1	ENSG00000252325	
MIR4753	1	ENSG00000263439	
TP53TG3B	1	ENSG00000261509	
TP53TG3C	1	ENSG00000205457	
MIR203A	1	ENSG00000207568	
MIR4692	1	ENSG00000265064	
MIR4681	1	ENSG00000265719	
SEMA3F-AS1	1	ENSG00000235016	
COL4A5	1	ENSG00000188153	
FAM215B	1	ENSG00000232300	
HMGB1P3	1	ENSG00000250011	
SCAND2P	1	ENSG00000176700	
MAPRE2	1	ENSG00000166974	
RN7SL16P	1	ENSG00000243005	
AL117329.1	1	ENSG00000224271	
NDUFB4P1	1	ENSG00000242510	
SNX18P7	1	ENSG00000234373	
BRWD1-IT1	1	ENSG00000237373	
KCNMB3	1	ENSG00000171121	
PLIN4	1	ENSG00000167676	
LAS1L	1	ENSG00000001497	
PGBP	1	ENSG00000227179	
RGS21	1	ENSG00000253148	
CTHRC1P1	1	ENSG00000271005	
AC006965.1	1	ENSG00000224341	
OR2L5	1	ENSG00000197454	
ADI1P2	1	ENSG00000250684	
TPM3P7	1	ENSG00000187536	
A1BG-AS1	1	ENSG00000268895	
KRT18P32	1	ENSG00000215149	
CCDC88C	1	ENSG00000015133	
C1orf94	1	ENSG00000142698	
ZNF213	1	ENSG00000085644	
LINC01231	1	ENSG00000236511	
ATG10	1	ENSG00000152348	
PCDH8P1	1	ENSG00000225510	
RPS15AP18	1	ENSG00000242979	
SPG21	1	ENSG00000090487	
MALINC1	1	ENSG00000245146	
ZNF808	1	ENSG00000198482	
LINC02381	1	ENSG00000250742	
RPL23AP97	1	ENSG00000260615	
CYCSP27	1	ENSG00000255444	
BATF	1	ENSG00000156127	
IFITM3P5	1	ENSG00000238168	
PPP1R14BP3	1	ENSG00000179967	
ZNF99	1	ENSG00000213973	
ZNF799	1	ENSG00000196466	
AFAP1-AS1	1	ENSG00000272620	
APBA3	1	ENSG00000011132	
C1RL-AS1	1	ENSG00000205885	
MED14	1	ENSG00000180182	
GRAMD1A	1	ENSG00000089351	
RLIMP1	1	ENSG00000229456	
PI4KA	1	ENSG00000241973	
VPS37A	1	ENSG00000155975	
RNU2-39P	1	ENSG00000222536	
RPE	1	ENSG00000197713	
PCTP	1	ENSG00000141179	
FANCM	1	ENSG00000187790	
IGBP1P4	1	ENSG00000250325	
GPR160	1	ENSG00000173890	
RRP12	1	ENSG00000052749	
IWS1	1	ENSG00000163166	
FAM8A3P	1	ENSG00000224337	
GON7	1	ENSG00000170270	
MIS18A	1	ENSG00000159055	
EDRF1-AS1	1	ENSG00000236991	
NAV2	1	ENSG00000166833	
ALG10	1	ENSG00000139133	
MRGPRE	1	ENSG00000184350	
NMD3P2	1	ENSG00000231504	
CLVS2	1	ENSG00000146352	
LTN1	1	ENSG00000198862	
MEIS1-AS3	1	ENSG00000226819	
TRBV5-5	1	ENSG00000211725	
RN7SL23P	1	ENSG00000240823	
AP2S1	1	ENSG00000042753	
PNPT1P1	1	ENSG00000229241	
DPH2	1	ENSG00000132768	
FAM3A	1	ENSG00000071889	
FAM135A-AS1	1	ENSG00000224349	
CUBN	1	ENSG00000107611	
NBPF11	1	ENSG00000263956	
CSRNP1	1	ENSG00000144655	
ILF3	1	ENSG00000129351	
IDI1	1	ENSG00000067064	
SCD	1	ENSG00000099194	
AC009119.1	1	ENSG00000260228	
ZNF75D	1	ENSG00000186376	
SGMS1	1	ENSG00000198964	
IFIT3	1	ENSG00000119917	
FMC1-LUC7L2	1	ENSG00000269955	
TRAJ19	1	ENSG00000211870	
SLC41A2	1	ENSG00000136052	
RNU6-1165P	1	ENSG00000222051	
LINC00311	1	ENSG00000179219	
SYCE3	1	ENSG00000217442	
C5AR1	1	ENSG00000197405	
NAA60	1	ENSG00000122390	
ING1	1	ENSG00000153487	
RNU7-11P	1	ENSG00000252796	
GID8	1	ENSG00000101193	
GSAP	1	ENSG00000186088	
RPSAP55	1	ENSG00000214896	
ATAT1	1	ENSG00000137343	
ZDHHC8P1	1	ENSG00000133519	
IL24	1	ENSG00000162892	
ASS1P11	1	ENSG00000225308	
TXN2P1	1	ENSG00000213540	
KDM5A	1	ENSG00000073614	
NPIPA8	1	ENSG00000214940	
ISM1-AS1	1	ENSG00000226263	
SEC11A	1	ENSG00000140612	
BEX5	1	ENSG00000184515	
UBE4B	1	ENSG00000130939	
AC012501.3	1	ENSG00000242575	
TNXA	1	ENSG00000248290	
RN7SL285P	1	ENSG00000243313	
RNU6-130P	1	ENSG00000223044	
PTBP3	1	ENSG00000119314	
SDAD1P1	1	ENSG00000228451	
RFX5-AS1	1	ENSG00000237976	
ZNF317	1	ENSG00000130803	
MYSM1	1	ENSG00000162601	
MIR601	1	ENSG00000207991	
ZNF552	1	ENSG00000178935	
GABARAPL1	1	ENSG00000139112	
CALML4	1	ENSG00000129007	
C12orf43	1	ENSG00000157895	
MTMR7	1	ENSG00000003987	
IQSEC2	1	ENSG00000124313	
REM1	1	ENSG00000088320	
AKR7L	1	ENSG00000211454	
AL023755.1	1	ENSG00000228697	
PXT1	1	ENSG00000179165	
L3MBTL3	1	ENSG00000198945	
KCNG4	1	ENSG00000168418	
TUBA1C	1	ENSG00000167553	
CCZ1B	1	ENSG00000146574	
LINC02864	1	ENSG00000263711	
LINC00623	1	ENSG00000226067	
LINC02768	1	ENSG00000229291	
POLR2M	1	ENSG00000255529	
CHRNA7	1	ENSG00000175344	
HNRNPD	1	ENSG00000138668	
IGHG1	1	ENSG00000211896	
PITPNA-AS1	1	ENSG00000236618	
LINC00028	1	ENSG00000233354	
MTND2P28	1	ENSG00000225630	
IFITM3P8	1	ENSG00000271377	
VASH2	1	ENSG00000143494	
OGFOD1	1	ENSG00000087263	
TRBJ2-7	1	ENSG00000211771	
MCEE	1	ENSG00000124370	
NT5C1A	1	ENSG00000116981	
CDH7	1	ENSG00000081138	
SLC25A36	1	ENSG00000114120	
MIR6793	1	ENSG00000275640	
ZNF541	1	ENSG00000118156	
ZNF747	1	ENSG00000169955	
DOCK2	1	ENSG00000134516	
CFLAR	1	ENSG00000003402	
MT-TW	1	ENSG00000210117	
STX18-AS1	1	ENSG00000247708	
DYRK1B	1	ENSG00000105204	
NRCAM	1	ENSG00000091129	
BX322639.1	1	ENSG00000215146	
CD81	1	ENSG00000110651	
NLRP7	1	ENSG00000167634	
ZBTB7A	1	ENSG00000178951	
TSEN15P2	1	ENSG00000230604	
TEX53	1	ENSG00000230054	
TBC1D9	1	ENSG00000109436	
HMGA1P8	1	ENSG00000233155	
PPP1R42	1	ENSG00000178125	
SRSF2	1	ENSG00000161547	
SRSF3	1	ENSG00000112081	
DCAF13P2	1	ENSG00000250816	
HNRNPDL	1	ENSG00000152795	
ACTR8	1	ENSG00000113812	
UBTFL9	1	ENSG00000254567	
USP50	1	ENSG00000170236	
RN7SL762P	1	ENSG00000244308	
FAM230C	1	ENSG00000279516	
AL139011.1	1	ENSG00000228606	
SRP68P3	1	ENSG00000237911	
LINC02642	1	ENSG00000232591	
MGMT	1	ENSG00000170430	
SNORD59A	1	ENSG00000207031	
RN7SKP143	1	ENSG00000222451	
KIR2DL1	1	ENSG00000125498	
ATG7	1	ENSG00000197548	
INSL3	1	ENSG00000248099	
FER	1	ENSG00000151422	
LINC00440	1	ENSG00000234660	
FLRT1	1	ENSG00000126500	
TTC21B-AS1	1	ENSG00000224490	
ERMAP	1	ENSG00000164010	
DPP3P2	1	ENSG00000221844	
MIR4422HG	1	ENSG00000231090	
HDX	1	ENSG00000165259	
MYO1E	1	ENSG00000157483	
MEGF8	1	ENSG00000105429	
DUSP26	1	ENSG00000133878	
RPL36AP15	1	ENSG00000235369	
C17orf98	1	ENSG00000275489	
ZNF680	1	ENSG00000173041	
LPAL2	1	ENSG00000213071	
HMGB1P17	1	ENSG00000217482	
LINC00678	1	ENSG00000254934	
ATG4A	1	ENSG00000101844	
KLHL8	1	ENSG00000145332	
NBL1	1	ENSG00000158747	
HLCS	1	ENSG00000159267	
BCAR4	1	ENSG00000262117	
SETP6	1	ENSG00000241319	
CERK	1	ENSG00000100422	
CKS1BP6	1	ENSG00000178556	
LSM11	1	ENSG00000155858	
RBBP8NL	1	ENSG00000130701	
RABGGTB	1	ENSG00000137955	
NCOR2	1	ENSG00000196498	
MIR325HG	1	ENSG00000280870	
GATAD2B	1	ENSG00000143614	
PRPF39	1	ENSG00000185246	
ZNF227	1	ENSG00000131115	
LYG2	1	ENSG00000185674	
POLR3GP1	1	ENSG00000268295	
PLA2G12B	1	ENSG00000138308	
WWC2-AS2	1	ENSG00000251359	
SLC8A1	1	ENSG00000183023	
FOSL2	1	ENSG00000075426	
